l1_identifier,l1_label,l2_identifier,l2_label,l2_example,l3_identifier,l3_label,l3_definition,l3_example,l4_identifier,l4_label,l4_definition,l4_example,l5_identifier,l5_label,l5_definition,l5_example
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.14,Galleria,Indica l'inizio di una galleria; l'eventuale denominazione e la lunghezza possono essere indicati mediante pannelli integrativi: Sulle autostrade è a fondo verde.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_galleria_blu.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.15,Ponte,"Indica l'inizio di un ponte, un cavalcavia o un viadotto; l'eventuale denominazione e la lunghezza possono essere indicati mediante pannelli integrativi: Sulle autostrade è a fondo verde.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_ponte_blu.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.16,Zona residenziale,"Indica l'inizio di una strada o zona a carattere abitativo e residenziale, nella quale vigono particolari cautele di comportamento. È accompagnato da pannelli indicanti il regolamento da tenere nella zona residenziale.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_zona_residenziale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.17,Fine zona residenziale,Indica la fine di una zona residenziale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_zona_residenziale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.18,Area pedonale,"Indica l'inizio della zona interdetta alla circolazione dei veicoli; può contenere deroghe per i veicoli al servizio di persone invalide con limitate capacità motorie od altre deroghe, limitazioni od eccezioni riportate su pannello integrativo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_area_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.19,Fine area pedonale,Indica la fine di un'area pedonale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_area_pedonale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.20,Zona a traffico limitato,Indica l'inizio dell'area in cui l'accesso e la circolazione sono limitati nel tempo o a particolari categorie di veicoli.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_zona_traffico_limitato.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.21,Fine zona a traffico limitato,Indica la fine di una zona a traffico limitato.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_zona_traffico_limitato.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.22,Zona a velocità limitata,Indica l'inizio di un'area nella quale non è consentito superare la velocità indicata nel cartello.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_zona_30_kmh.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.23,Fine zona a velocità limitata,Indica la fine di una zona a velocità limitata.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_zona_30.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.24,Attraversamento ciclabile,"Localizza un attraversamento della carreggiata da parte di una pista ciclabile, contraddistinta da apposita segnaletica orizzontale. Sulle strade extraurbane e sulle strade urbane di scorrimento deve essere preceduto dal segnale triangolare di pericolo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_attraversamento_ciclabile_2.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.25,Svolta a sinistra semidiretta,"Preavvisa la obbligatorietà di manovre alternative per svoltare a sinistra quando, alla intersezione successiva, vige il divieto di svolta a sinistra, predisponendo il conducente a eseguire una svolta di tipo semidiretto.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_svolta_a_sx_semidiretta.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.26,Svolta a sinistra indiretta,"Preavvisa la obbligatorietà di manovre alternative per svoltare a sinistra quando, alla intersezione successiva, vige il divieto di svolta a sinistra, predisponendo il conducente a eseguire una svolta di tipo indiretto.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_svolta_a_sx_indiretta.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.27,Inversione di marcia,È da considerare variante di uso specifico del segnale di svolta a sinistra di tipo semidiretto ed è impiegato per indicare la presenza di un manufatto sotto o sovrappassante una strada a carreggiate separate per consentire il ritorno nella direzione di provenienza. Sulle autostrade è a fondo verde.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inversione_di_marcia.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.28,Piazzola di sosta,Indica una piazzola dove è consentita la fermata. Sulle autostrade è a fondo verde e può essere accompagnato dal simbolo SOS per indicare la presenza di apparecchiature per chiamate di soccorso.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_piazzola_su_viabilit%C3%A0_ordinaria.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.29,Disporsi su due file,Autorizza la circolazione su due file parallele. Dal 1992 non più previsto dal codice della strada.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_disporsi_su_due_file.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.30,Uso corsie,Indica le modalità per l'utilizzo delle singole corsie costituenti la carreggiata ovvero disponibili nel senso di marcia. Può essere utilizzato per indicare la corsia destinata ai veicoli che procedono a velocità tale da costituire intralcio alla circolazione.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_uso_corsie.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.31,Riduzione corsie disponibili,"Indica la riduzione delle corsie disponibili sulla carreggiata. Il segnale di preavviso, costituito da analogo segnale completo di pannello integrativo di distanza, deve essere impiegato quando la corsia abbia lunghezza superiore a 500 m e compatibilmente con le condizioni e caratteristiche della strada. Sulle autostrade è a sfondo verde.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_variazione_corsie_disponibili_-_riduzione.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.32,Aumento corsie disponibili,"Indica l'aumento delle corsie disponibili sulla carreggiata. Il segnale di preavviso, costituito da analogo segnale completo di pannello integrativo di distanza, deve essere impiegato quando la corsia abbia lunghezza superiore a 500 m e compatibilmente con le condizioni e caratteristiche della strada. Sulle autostrade è a sfondo verde.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_variazione_corsie_disponibili_-_aumento.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.33,Inizio autostrada,"Il segnale identifica, su segnali di preavviso, di preselezione, di direzione e di conferma, l'itinerario verso sistemi autostradali tangenziali od anulari. Il segnale è uguale a quello di inizio autostrada con la sola differenza delle proporzioni.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_autostrada.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.34,Preavviso di inizio autostrada,È posto all'inizio del tronco di raccordo tra viabilità ordinaria ed autostrada e vale a ricordare le norme di circolazione vigenti in autostrada. Il segnale di inizio autostrada è uguale a quello di preavviso di inizio autostrada ma non riporta la parte dedicata alle restrizioni al transito.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_Inizio_autostrada.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.35,Fine autostrada,Indica la fine di un'autostrada.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnale_fine_autostrada.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.36,Inizio strada extraurbana principale,"Il segnale identifica, su segnali di preavviso, di preselezione, di direzione e di conferma, l'itinerario verso strade extraurbane principali.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_strada_extraurbana_principale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.37,Preavviso di inizio strada extraurbana principale,È posto all'inizio del tronco di raccordo tra viabilità ordinaria e le strade extraurbane principali.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_Inizio_strada_extraurbana_principale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.38,Fine strada extraurbana principale,Indica la fine di una strada extraurbana principale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnale_fine_strada_extraurbana_principale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.39,Senso unico parallelo,Indica l'obbligo di seguire il senso della marcia nel percorrere il tratto di strada in cui è posto ed il divieto di marciare nel senso opposto.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_senso_unico_(a_destra).svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.40,Senso unico frontale,Segnala il termine del doppio senso di circolazione all'interno di una carreggiata.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_senso_unico_frontale.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.41,Preavviso deviazione consigliata autocarri in transito,"Segnala l'itinerario consigliato ai veicoli di massa superiore a 3,5 t per evitare che attraversino un centro abitato o parte di esso.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_deviazione_consigliata_autocarri.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.42,Direzione autocarri consigliata,"Segnala l'itinerario consigliato ai veicoli di massa superiore a 3,5 t per evitare che attraversino un centro abitato o parte di esso ed è ubicato nel punto della deviazione.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_autocarri_consigliata.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.1.43,Limiti generali di velocità,"Deve essere usato particolarmente in prossimità delle frontiere nazionali per indicare i limiti di velocità generali in vigore in Italia. Il nome, il contrassegno e la bandiera italiana sono posti nella parte alta del cartello. Il segnale indica i limiti di velocità generali in vigore. È a sfondo verde se si trova su itinerari autostradali.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_limiti_generali.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.1,Strada aperta al traffico,Indica che il tratto di strada in questione è aperto al transito veicolare.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_1.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.2,Strada aperta al traffico con obbligo di catene,"Indica che, nel tratto di strada in questione, è obbligatorio l'uso delle catene da neve.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_2.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.3,Strada aperta al traffico con consiglio di catene,"Indica che, nel tratto di strada in questione, è consigliato l'uso delle catene o pneumatici da neve.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_3.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.4,Strada chiusa al traffico,Indica che il tratto di strada in questione è chiuso al transito veicolare.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_4.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.5,Strada aperta al traffico fino alla località indicata con obbligo catene,"Indica che il tratto di strada in questione è aperto al transito, con obbligo di catene, fino alla località indicata.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_5.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.8,Segnale utile per la guida,,,V.3.8.2,Segnale di transitabilità,,,V.3.8.2.6,Strada aperta al traffico fino alla località indicata con catene,"Indica che il tratto di strada in questione è aperto al transito, con consiglio di catene o pneumatici da neve, fino alla località indicata.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transitabilit%C3%A0_6.svg
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.1,Pronto soccorso,Indica un posto sanitario organizzato per interventi di primo soccorso.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_pronto_soccorso.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.2,Assistenza meccanica,Indica una officina meccanica o similari lungo la viabilità extraurbana.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_riparazioni.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.3,Telefono,Indica un punto o posto telefonico pubblico lungo la viabilità extraurbana.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_telefono.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.4,Rifornimento,"Indica un impianto di distribuzione di carburante lungo la viabilità extraurbana. Il simbolo utilizzato nel segnale specifica le tipologie di carburante disponibili (ad esempio la pompa colorata in verde indica la presenza di benzina verde, ma con altri simboli può essere indicata la presenza di metano, gpl,...).",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_rifornimento.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.5,Fermata autobus,"Indica i punti di fermata degli autoservizi di pubblico trasporto extraurbani. Lo spazio blu sottostante al quadrato bianco col simbolo nero può essere utilizzato per l'indicazione dei servizi in transito, loro destinazioni ed eventuali orari.",https://it.wikipedia.org/wiki/File:Italian_traffic_sign_-_fermata_autobus.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.6,Fermata tram,"Indica i punti di fermata tramviaria. Lo spazio blu sottostante al quadrato bianco col simbolo nero può essere utilizzato per l'indicazione dei servizi in transito, loro destinazioni ed eventuali orari.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fermata_tram.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.7,Informazioni,Indica un posto di informazioni turistiche o di altra natura.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_informazioni.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.8,Ostello per la gioventù,Indica un ostello per la gioventù.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_ostello_per_la_giovent%C3%B9.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.9,Area picnic,"Indica uno spazio attrezzato con tavoli, panche ed altri eventuali arredi, ove l'utente della strada possa fermarsi e sostare.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_area_pic_nic.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.10,Campeggio,Indica la vicinanza di una struttura ricettiva attrezzata ed autorizzata per l'attendamento di campeggiatori e la sosta di caravan e auto-caravan. È usato sulla viabilità extraurbana e su quella urbana periferica.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_campeggio.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.11,Radio informazioni stradali,Indica agli utenti la frequenza d'onda sulla quale possono ricevere le notizie utili per la circolazione stradale. Sulle autostrade i segnali vanno posti 500 metri circa dopo la fine della corsia di accelerazione delle entrate. Sulla viabilità normale sono posti 1 km circa dopo la fine dei centri abitati.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_radio_informazioni_stradali.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.12,Motel,"Indica la vicinanza di un albergo prossimo alla strada, fuori dei centri abitati e deve essere usato solo sulle strade extraurbane. Sulle autostrade il simbolo può essere inserito nei preavvisi di area di servizio.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_albergo.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.13,Bar,Indica la vicinanza di un bar. Sulle autostrade il simbolo può essere inserito nei preavvisi di area di servizio.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_bar.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.14,Ristorante,Indica la vicinanza di un ristorante. Sulle autostrade il simbolo può essere inserito nei preavvisi di area di servizio.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_ristorante.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.15,Parcheggio di scambio con linee autobus,Indica od avvia verso un parcheggio di scambio ubicato e predisposto vicino ad una fermata od un capolinea dell'autobus. Nella zona a destra in basso del segnale possono essere inserite le indicazioni essenziali relative alle destinazioni od ai numeri distintivi delle linee di pubblico trasporto disponibili.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_di_scambio_con_autobus.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.16,Parcheggio di scambio con tram,Indica od avvia verso un parcheggio di scambio ubicato e predisposto vicino ad una fermata od un capolinea del tram. Nella zona a destra in basso del segnale possono essere inserite le indicazioni essenziali relative alle destinazioni od ai numeri distintivi delle linee di pubblico trasporto disponibili.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_di_scambio_con_tram.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.17,Parcheggio di scambio con metropolitane o altri servizi extraurbani su rotaia,Indica od avvia verso un parcheggio di scambio ubicato e predisposto vicino ad una fermata od un capolinea della metropolitana o altri servizi extraurbani su rotaia. Nella zona a destra in basso del segnale possono essere inserite le indicazioni essenziali relative alle destinazioni od ai numeri distintivi delle linee di pubblico trasporto disponibili.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_di_scambio_con_metro.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.18,Parcheggio di scambio con itinerari turistici o escursionistici a piedi,Indica od avvia verso un parcheggio di scambio ubicato vicino ad un itinerario turistico o escursionistico da percorrere a piedi.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_%2B_escursionismo.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.19,Auto su treno,Viene posto nelle vicinanze di una stazione ferroviaria e avvia gli automobilisti al servizio di trasporto autovetture al seguito del viaggiatore.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_auto_al_seguito.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.20,Auto al seguito,Viene posto nelle vicinanze di una stazione ferroviaria e avvia gli automobilisti al servizio di trasporto autovetture al seguito del viaggiatore con cuccette sul treno.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_auto_su_treno.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.21,Auto su nave,"Viene posto in vicinanza di un porto, all'ingresso di un centro abitato, lungo il percorso verso il porto, avvia ai moli o punti di imbarco autoveicoli su navi traghetto. È installato lungo determinati itinerari, o anche entro l'area portuale per smistare i veicoli verso singoli punti di imbarco in rapporto alle destinazioni delle navi. I segnali posti entro la zona portuale devono contenere l'indicazione della destinazione, ove esistono diversi attracchi.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_auto_su_nave.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.22,Taxi,"Indica l'ubicazione di un'area di sosta riservata alle autovetture in servizio pubblico. L'area è delimitata da strisce gialle e integrata da iscrizioni orizzontali ""TAXI"".",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_taxi.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.23,Area attrezzata con impianti di scarico,"Indica un'area attrezzata riservata alla sosta e al parcheggio delle autocaravan dotata di impianti igienico-sanitari, atti ad accogliere i residui organici e le acque chiare e sporche, raccolti negli appositi impianti interni delle auto-caravan e degli altri autoveicoli circolanti su strada dotati di analoghi impianti.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_area_con_scarico_liquami.svg,,,,
V,Segnaletica verticale,V.3,Segnale di indicazione,,V.3.9,Segnale che fornisce indicazioni di servizi utili,,,V.3.9.24,Area di servizio,"Presegnala, mediante i pittogrammi opportuni, i servizi esistenti in un'area attrezzata lungo l'autostrada. Può essere anche utilizzato con il fondo blu sulle strade extraurbane.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_area_di_servizio.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.1,Distanza,,,V.4.II.1.1,Distanza (m),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_distanza.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.1,Distanza,,,V.4.II.1.2,Distanza (km),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_distanza_1.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.2,Estesa,,,V.4.II.2.1,Estesa (m),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_estesa.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.2,Estesa,,,V.4.II.2.2,Estesa (km),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_estesa_1.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.3,Tempo di validità,,,V.4.II.3.1,Validità permanente,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_validit%C3%A0.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.3,Tempo di validità,,,V.4.II.3.2,Fascia oraria valida in ogni giorno,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_validit%C3%A0_1.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.3,Tempo di validità,,,V.4.II.3.3,Fascia oraria valida limitatamente ai giorni festivi,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_validit%C3%A0_festivi.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.3,Tempo di validità,,,V.4.II.3.4,Fascia oraria valida limitatamente ai giorni lavorativi,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_validit%C3%A0_feriali.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.4,Limitazione o eccezione,,,V.4.II.4.1,Limite,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_limitazione.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.4,Limitazione o eccezione,,,V.4.II.4.2,Eccezione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_validit%C3%A0_feriali.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.1,Inizio,,,V.4.II.5.1.1,Inizio (verticale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_vert.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.1,Inizio,,,V.4.II.5.1.2,Inizio (orizzontale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_inizio_orizz.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.2,Continuazione,,,V.4.II.5.2.1,Continuazione (verticale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_continua_vert.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.2,Continuazione,,,V.4.II.5.2.2,Continuazione (orizzontale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_continua_orizz.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.3,Fine,,,V.4.II.5.3.1,Fine (verticale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_vert.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.5,"Inizio, continuazione, fine",,,V.4.II.5.3,Fine,,,V.4.II.5.3.2,Fine (orizzontale),,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_orizz.svg
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.1,Segni orizzontali in rifacimento,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_segnaletica_in_rifacimento.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.2,Incidente,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_incidente.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.3,Attraversamento di binari,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_attraversamento_binari.svg,,,,
V,Segnaletica verticale,V.4,Pannello integrativo,,V.4.II.6,Indicazione,,,V.4.II.6.4,Sgombraneve in azione,,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_sgombraneve_in_azione.svg,,,,
